n,x,y,val,dP,lab,xT,yT
11509,-1.154949,1.223473,0,1567,1,NaN,NaN
11510,-1.149073,1.226419,0,1565,1,NaN,NaN
11511,-1.137321,1.202856,0,1565,1,NaN,NaN
11512,-1.125568,1.176348,0,1564,1,NaN,NaN
11513,-1.113816,1.158675,0,1564,1,NaN,NaN
11514,-1.116754,1.167511,0,1565,1,NaN,NaN
11515,-1.116754,1.182238,0,1566,1,NaN,NaN
11516,-1.113816,1.185184,0,1565,1,NaN,NaN
11517,-1.119692,1.182238,0,1563,1,NaN,NaN
11518,-1.125568,1.176348,0,1561,1,NaN,NaN
11519,-1.128506,1.167511,0,1561,1,NaN,NaN
11520,-1.140259,1.167511,0,1562,1,NaN,NaN
11521,-1.146135,1.167511,0,1565,1,NaN,NaN
11522,-1.146135,1.161621,0,1568,1,NaN,NaN
11523,-1.131445,1.158675,0,1571,1,NaN,NaN
11524,-1.125568,1.15573,0,1571,1,NaN,NaN
11525,-1.134383,1.15573,0,1569,1,NaN,NaN
11526,-1.143197,1.152784,0,1567,1,NaN,NaN
11527,-1.149073,1.143948,0,1564,1,NaN,NaN
11528,-1.140259,1.135112,0,1564,1,NaN,NaN
11529,-1.134383,1.132166,0,1563,1,NaN,NaN
11530,-1.131445,1.132166,0,1561,1,NaN,NaN
11531,-1.137321,1.132166,0,1561,1,NaN,NaN
11532,-1.143197,1.132166,0,1562,1,NaN,NaN
11533,-1.146135,1.135112,0,1563,1,NaN,NaN
11534,-1.143197,1.135112,0,1563,1,NaN,NaN
11535,-1.140259,1.138057,0,1563,1,NaN,NaN
11536,-1.134383,1.138057,0,1562,1,NaN,NaN
11537,-1.134383,1.141002,0,1561,1,NaN,NaN
11538,-1.134383,1.143948,0,1560,1,NaN,NaN
11539,-1.143197,1.149839,0,1559,1,NaN,NaN
11540,-1.152011,1.152784,0,1559,1,NaN,NaN
11541,-1.163763,1.138057,0,1560,1,NaN,NaN
11542,-1.143197,1.117439,0,1559,1,NaN,NaN
11543,-1.125568,1.117439,0,1559,1,NaN,NaN
11544,-1.10794,1.138057,0,1560,1,NaN,NaN
11545,-1.110878,1.152784,0,1562,1,NaN,NaN
11546,-1.110878,1.146893,0,1564,1,NaN,NaN
11547,-1.110878,1.149839,0,1564,1,NaN,NaN
11548,-1.110878,1.15573,0,1564,1,NaN,NaN
11549,-1.119692,1.161621,0,1564,1,NaN,NaN
11550,-1.125568,1.158675,0,1563,1,NaN,NaN
11551,-1.131445,1.152784,0,1562,1,NaN,NaN
11552,-1.131445,1.146893,0,1561,1,NaN,NaN
11553,-1.110878,1.143948,0,1561,1,NaN,NaN
11554,-1.093249,1.143948,0,1560,1,NaN,NaN
11555,-1.081497,1.143948,0,1559,1,NaN,NaN
11556,-1.093249,1.143948,0,1557,1,NaN,NaN
11557,-1.10794,1.141002,0,1557,1,NaN,NaN
11558,-1.113816,1.138057,0,1557,1,NaN,NaN
11559,-1.113816,1.138057,0,1559,1,NaN,NaN
11560,-1.105002,1.138057,0,1561,1,NaN,NaN
11561,-1.093249,1.138057,0,1560,1,NaN,NaN
11562,-1.081497,1.138057,0,1558,1,NaN,NaN
11563,-1.072682,1.12333,0,1559,1,NaN,NaN
11564,-1.072682,1.108602,0,1561,1,NaN,NaN
11565,-1.084435,1.099765,0,1561,1,NaN,NaN
11566,-1.090311,1.114493,0,1558,1,NaN,NaN
11567,-1.102064,1.129221,0,1556,1,NaN,NaN
11568,-1.096187,1.135112,0,1556,1,NaN,NaN
11569,-1.105002,1.132166,0,1556,1,NaN,NaN
11570,-1.110878,1.129221,0,1555,1,NaN,NaN
11571,-1.099126,1.129221,0,1555,1,NaN,NaN
11572,-1.081497,1.138057,0,1557,1,NaN,NaN
11573,-1.084435,1.149839,0,1558,1,NaN,NaN
11574,-1.105002,1.143948,0,1560,1,NaN,NaN
11575,-1.125568,1.126275,0,1560,1,NaN,NaN
11576,-1.128506,1.111547,0,1560,1,NaN,NaN
11577,-1.131445,1.117439,0,1560,1,NaN,NaN
11578,-1.134383,1.126275,0,1559,1,NaN,NaN
11579,-1.134383,1.129221,0,1558,1,NaN,NaN
11580,-1.128506,1.129221,0,1555,1,NaN,NaN
11581,-1.119692,1.138057,0,1552,1,NaN,NaN
11582,-1.113816,1.146893,0,1552,1,NaN,NaN
11583,-1.113816,1.15573,0,1553,1,NaN,NaN
11584,-1.116754,1.170457,0,1555,1,NaN,NaN
11585,-1.119692,1.188129,0,1556,1,NaN,NaN
11586,-1.10794,1.202856,0,1557,1,NaN,NaN
11587,-1.096187,1.202856,0,1559,1,NaN,NaN
11588,-1.087373,1.185184,0,1560,1,NaN,NaN
11589,-1.090311,1.170457,0,1558,2,NaN,NaN
11590,-1.066806,1.167511,0,1556,2,NaN,NaN
11591,-1.008041,1.188129,0,1554,2,NaN,NaN
11592,-0.925767,1.205801,0,1554,2,NaN,NaN
11593,-0.819981,1.220528,0,1554,2,NaN,NaN
11594,-0.678923,1.235254,0,1552,2,NaN,NaN
11595,-0.549613,1.255871,0,1550,2,NaN,NaN
11596,-0.399725,1.270597,0,1549,2,NaN,NaN
11597,-0.279222,1.276488,0,1549,2,NaN,NaN
11598,-0.117568,1.302994,0,1550,2,NaN,NaN
11599,0.067602,1.326555,0,1549,2,NaN,NaN
11600,0.264526,1.35306,0,1549,2,NaN,NaN
11601,0.437932,1.379565,0,1548,2,NaN,NaN
11602,0.546674,1.406069,0,1547,2,NaN,NaN
11603,0.614269,1.388399,0,1547,2,NaN,NaN
11604,0.696556,1.35306,0,1548,2,NaN,NaN
11605,0.767085,1.317719,0,1549,2,NaN,NaN
11606,0.884629,1.308884,0,1549,2,NaN,NaN
11607,0.97572,1.302994,0,1549,2,NaN,NaN
11608,1.049177,1.297104,0,1549,1,NaN,NaN
11609,1.072682,1.297104,0,1549,1,NaN,NaN
11610,1.07562,1.291213,0,1549,1,NaN,NaN
11611,1.081497,1.279433,0,1549,1,NaN,NaN
11612,1.084435,1.247035,0,1551,1,NaN,NaN
11613,1.087373,1.220528,0,1553,1,NaN,NaN
11614,1.119692,1.199911,0,1556,1,NaN,NaN
11615,1.175515,1.205801,0,1556,1,NaN,NaN
11616,1.246024,1.232309,0,1557,1,NaN,NaN
11617,1.287153,1.255871,0,1556,1,NaN,NaN
11618,1.293028,1.273542,0,1555,1,NaN,NaN
11619,1.281277,1.270597,0,1554,1,NaN,NaN
11620,1.298903,1.276488,0,1554,1,NaN,NaN
11621,1.32828,1.282378,0,1554,1,NaN,NaN
11622,1.337093,1.264707,0,1555,1,NaN,NaN
11623,1.310654,1.2382,0,1555,1,NaN,NaN
11624,1.284215,1.214637,0,1553,1,NaN,NaN
11625,1.263651,1.211692,0,1552,1,NaN,NaN
11626,1.243086,1.208747,0,1551,1,NaN,NaN
11627,1.21077,1.211692,0,1550,1,NaN,NaN
11628,1.193142,1.220528,0,1549,1,NaN,NaN
11629,1.190204,1.232309,0,1547,1,NaN,NaN
11630,1.19608,1.24409,0,1545,1,NaN,NaN
11631,1.201956,1.249981,0,1544,1,NaN,NaN
11632,1.19608,1.2382,0,1546,1,NaN,NaN
11633,1.190204,1.226419,0,1549,1,NaN,NaN
11634,1.190204,1.214637,0,1552,1,NaN,NaN
11635,1.19608,1.211692,0,1551,1,NaN,NaN
11636,1.207832,1.208747,0,1551,1,NaN,NaN
11637,1.213708,1.205801,0,1551,1,NaN,NaN
11638,1.216646,1.205801,0,1550,1,NaN,NaN
11639,1.213708,1.205801,0,1550,1,NaN,NaN
11640,1.21077,1.208747,0,1548,1,NaN,NaN
11641,1.213708,1.202856,0,1546,1,NaN,NaN
11642,1.219583,1.185184,0,1546,1,NaN,NaN
11643,1.219583,1.167511,0,1549,1,NaN,NaN
11644,1.222521,1.158675,0,1553,1,NaN,NaN
11645,1.225459,1.158675,0,1554,1,NaN,NaN
11646,1.23721,1.176348,0,1552,1,NaN,NaN
11647,1.248962,1.19402,0,1550,1,NaN,NaN
11648,1.260713,1.185184,0,1547,1,NaN,NaN
11649,1.260713,1.15573,0,1547,1,NaN,NaN
11650,1.260713,1.132166,0,1547,1,NaN,NaN
11651,1.260713,1.135112,0,1547,1,NaN,NaN
11652,1.269526,1.138057,0,1546,1,NaN,NaN
11653,1.278339,1.141002,0,1546,1,NaN,NaN
11654,1.275402,1.149839,0,1545,1,NaN,NaN
11655,1.266588,1.15573,0,1546,1,NaN,NaN
11656,1.254837,1.158675,0,1546,1,NaN,NaN
11657,1.260713,1.152784,0,1546,1,NaN,NaN
11658,1.266588,1.149839,0,1546,1,NaN,NaN
11659,1.272464,1.149839,0,1546,1,NaN,NaN
11660,1.293028,1.170457,0,1545,1,NaN,NaN
11661,1.313592,1.188129,0,1544,1,NaN,NaN
11662,1.334155,1.202856,0,1542,1,NaN,NaN
11663,1.331218,1.202856,0,1542,1,NaN,NaN
11664,1.334155,1.208747,0,1542,1,NaN,NaN
11665,1.337093,1.211692,0,1541,1,NaN,NaN
11666,1.334155,1.217583,0,1540,1,NaN,NaN
11667,1.325342,1.220528,0,1540,1,NaN,NaN
11668,1.319467,1.226419,0,1539,1,NaN,NaN
11669,1.319467,1.217583,0,1539,1,NaN,NaN
11670,1.310654,1.202856,0,1538,1,NaN,NaN
11671,1.295966,1.191075,0,1538,1,NaN,NaN
11672,1.281277,1.191075,0,1539,1,NaN,NaN
11673,1.281277,1.191075,0,1541,1,NaN,NaN
11674,1.281277,1.188129,0,1542,1,NaN,NaN
11675,1.284215,1.185184,0,1543,1,NaN,NaN
11676,1.281277,1.188129,0,1543,1,NaN,NaN
11677,1.275402,1.191075,0,1544,1,NaN,NaN
11678,1.272464,1.19402,0,1544,1,NaN,NaN
11679,1.263651,1.205801,0,1544,1,NaN,NaN
11680,1.260713,1.223473,0,1545,1,NaN,NaN
11681,1.254837,1.235254,0,1545,1,NaN,NaN
11682,1.254837,1.24409,0,1544,1,NaN,NaN
11683,1.254837,1.223473,0,1542,1,NaN,NaN
11684,1.257775,1.205801,0,1540,1,NaN,NaN
11685,1.260713,1.202856,0,1541,1,NaN,NaN
11686,1.254837,1.220528,0,1539,1,NaN,NaN
11687,1.248962,1.24409,0,1538,1,NaN,NaN
11688,1.248962,1.249981,0,1536,1,NaN,NaN
11689,1.257775,1.252926,0,1537,1,NaN,NaN
11690,1.269526,1.247035,0,1537,1,NaN,NaN
11691,1.275402,1.252926,0,1536,1,NaN,NaN
11692,1.287153,1.258816,0,1537,1,NaN,NaN
11693,1.298903,1.247035,0,1539,1,NaN,NaN
11694,1.301841,1.229364,0,1540,1,NaN,NaN
11695,1.293028,1.214637,0,1540,1,NaN,NaN
11696,1.281277,1.214637,0,1539,1,NaN,NaN
11697,1.278339,1.214637,0,1539,1,NaN,NaN
11698,1.272464,1.211692,0,1540,1,NaN,NaN
11699,1.281277,1.211692,0,1540,1,NaN,NaN
11700,1.29009,1.211692,0,1541,1,NaN,NaN
11701,1.295966,1.211692,0,1539,1,NaN,NaN
11702,1.29009,1.214637,0,1537,1,NaN,NaN
11703,1.287153,1.211692,0,1535,1,NaN,NaN
11704,1.272464,1.214637,0,1537,1,NaN,NaN
11705,1.260713,1.217583,0,1538,1,NaN,NaN
11706,1.263651,1.214637,0,1539,1,NaN,NaN
11707,1.29009,1.205801,0,1537,1,NaN,NaN
11708,1.313592,1.199911,0,1537,1,NaN,NaN
11709,1.325342,1.211692,0,1536,1,NaN,NaN
11710,1.325342,1.223473,0,1537,1,NaN,NaN
11711,1.334155,1.235254,0,1538,1,NaN,NaN
11712,1.337093,1.235254,0,1538,1,NaN,NaN
11713,1.342968,1.235254,0,1537,1,NaN,NaN
11714,1.34003,1.235254,0,1535,1,NaN,NaN
11715,1.337093,1.235254,0,1534,1,NaN,NaN
11716,1.334155,1.232309,0,1535,1,NaN,NaN
11717,1.331218,1.226419,0,1535,1,NaN,NaN
11718,1.322405,1.217583,0,1535,1,NaN,NaN
11719,1.313592,1.205801,0,1536,1,NaN,NaN
11720,1.307716,1.196965,0,1538,1,NaN,NaN
11721,1.310654,1.191075,0,1540,1,NaN,NaN
11722,1.313592,1.205801,0,1539,1,NaN,NaN
11723,1.322405,1.217583,0,1537,1,NaN,NaN
11724,1.32828,1.235254,0,1535,1,NaN,NaN
11725,1.334155,1.2382,0,1533,1,NaN,NaN
11726,1.331218,1.24409,0,1533,1,NaN,NaN
11727,1.32828,1.249981,0,1534,1,NaN,NaN
11728,1.322405,1.258816,0,1537,1,NaN,NaN
11729,1.316529,1.261762,0,1540,1,NaN,NaN
11730,1.310654,1.264707,0,1541,1,NaN,NaN
11731,1.301841,1.267652,0,1540,1,NaN,NaN
11732,1.298903,1.261762,0,1538,1,NaN,NaN
11733,1.298903,1.247035,0,1536,1,NaN,NaN
11734,1.310654,1.232309,0,1534,1,NaN,NaN
11735,1.319467,1.226419,0,1533,1,NaN,NaN
11736,1.316529,1.226419,0,1532,1,NaN,NaN
11737,1.310654,1.217583,0,1532,1,NaN,NaN
11738,1.293028,1.208747,0,1532,1,NaN,NaN
11739,1.281277,1.220528,0,1532,1,NaN,NaN
11740,1.272464,1.2382,0,1532,1,NaN,NaN
11741,1.278339,1.252926,0,1532,1,NaN,NaN
11742,1.281277,1.249981,0,1532,1,NaN,NaN
11743,1.281277,1.247035,0,1531,1,NaN,NaN
11744,1.281277,1.2382,0,1530,1,NaN,NaN
11745,1.29009,1.2382,0,1530,1,NaN,NaN
11746,1.301841,1.247035,0,1531,1,NaN,NaN
11747,1.310654,1.261762,0,1532,1,NaN,NaN
11748,1.316529,1.264707,0,1531,1,NaN,NaN
11749,1.319467,1.261762,0,1530,1,NaN,NaN
11750,1.319467,1.261762,0,1530,1,NaN,NaN
11751,1.322405,1.264707,0,1529,1,NaN,NaN
11752,1.325342,1.270597,0,1529,1,NaN,NaN
11753,1.325342,1.273542,0,1528,1,NaN,NaN
11754,1.32828,1.285323,0,1528,1,NaN,NaN
11755,1.313592,1.291213,0,1528,1,NaN,NaN
11756,1.298903,1.300049,0,1529,1,NaN,NaN
11757,1.295966,1.297104,0,1530,1,NaN,NaN
11758,1.307716,1.285323,0,1531,1,NaN,NaN
11759,1.316529,1.279433,0,1532,1,NaN,NaN
11760,1.313592,1.273542,0,1534,1,NaN,NaN
11761,1.322405,1.270597,0,1533,1,NaN,NaN
11762,1.331218,1.267652,0,1531,1,NaN,NaN
11763,1.334155,1.249981,0,1530,1,NaN,NaN
11764,1.325342,1.2382,0,1531,1,NaN,NaN
11765,1.32828,1.232309,0,1531,1,NaN,NaN
11766,1.337093,1.235254,0,1531,1,NaN,NaN
11767,1.345906,1.241145,0,1530,1,NaN,NaN
11768,1.34003,1.241145,0,1530,1,NaN,NaN
11769,1.331218,1.241145,0,1530,1,NaN,NaN
11770,1.325342,1.235254,0,1530,1,NaN,NaN
11771,1.322405,1.229364,0,1530,1,NaN,NaN
11772,1.319467,1.226419,0,1531,1,NaN,NaN
11773,1.319467,1.226419,0,1531,1,NaN,NaN
11774,1.319467,1.226419,0,1532,1,NaN,NaN
11775,1.319467,1.220528,0,1531,1,NaN,NaN
11776,1.322405,1.214637,0,1531,1,NaN,NaN
11777,1.325342,1.211692,0,1531,1,NaN,NaN
11778,1.331218,1.214637,0,1532,1,NaN,NaN
11779,1.325342,1.229364,0,1532,1,NaN,NaN
11780,1.316529,1.24409,0,1533,1,NaN,NaN
11781,1.310654,1.258816,0,1531,1,NaN,NaN
11782,1.313592,1.261762,0,1529,1,NaN,NaN
11783,1.316529,1.264707,0,1527,1,NaN,NaN
11784,1.319467,1.267652,0,1527,1,NaN,NaN
11785,1.319467,1.267652,0,1527,1,NaN,NaN
11786,1.319467,1.264707,0,1528,1,NaN,NaN
11787,1.313592,1.258816,0,1528,1,NaN,NaN
11788,1.304779,1.255871,0,1528,1,NaN,NaN
11789,1.295966,1.241145,0,1528,1,NaN,NaN
11790,1.287153,1.235254,0,1528,1,NaN,NaN
11791,1.284215,1.229364,0,1528,1,NaN,NaN
11792,1.287153,1.232309,0,1529,1,NaN,NaN
11793,1.293028,1.232309,0,1529,1,NaN,NaN
11794,1.298903,1.232309,0,1530,2,NaN,NaN
11795,1.298903,1.232309,0,1529,2,NaN,NaN
11796,1.307716,1.229364,0,1530,2,NaN,NaN
11797,1.322405,1.252926,0,1530,2,NaN,NaN
11798,1.345906,1.273542,0,1529,2,NaN,NaN
11799,1.410531,1.288268,0,1526,2,NaN,NaN
11800,1.510398,1.276488,0,1522,2,NaN,NaN
11801,1.651372,1.270597,0,1522,2,NaN,NaN
11802,1.824626,1.276488,0,1523,2,NaN,NaN
11803,2.024266,1.288268,0,1523,2,NaN,NaN
11804,2.232661,1.297104,0,1521,2,NaN,NaN
11805,2.388185,1.302994,0,1520,2,NaN,NaN
11806,2.53194,1.302994,0,1519,2,NaN,NaN
11807,2.684462,1.300049,0,1519,2,NaN,NaN
11808,2.889719,1.294158,0,1519,2,NaN,NaN
11809,3.033355,1.288268,0,1520,2,NaN,NaN
11810,3.174023,1.288268,0,1519,2,NaN,NaN
11811,3.253132,1.291213,0,1519,2,NaN,NaN
11812,3.332229,1.294158,0,1519,2,NaN,NaN
11813,3.390811,1.294158,0,1519,2,NaN,NaN
11814,3.449386,1.276488,0,1519,2,NaN,NaN
11815,3.522594,1.2382,0,1518,2,NaN,NaN
11816,3.578224,1.196965,0,1518,1,NaN,NaN
11817,3.633848,1.19402,0,1514,1,NaN,NaN
11818,3.707027,1.2382,0,1510,1,NaN,NaN
11819,3.753855,1.282378,0,1510,1,NaN,NaN
11820,3.756782,1.308884,0,1513,1,NaN,NaN
11821,3.736295,1.305939,0,1515,1,NaN,NaN
11822,3.712881,1.308884,0,1514,1,NaN,NaN
11823,3.689465,1.311829,0,1513,1,NaN,NaN
11824,3.663121,1.311829,0,1512,1,NaN,NaN
11825,3.616284,1.308884,0,1512,1,NaN,NaN
11826,3.578224,1.305939,0,1511,1,NaN,NaN
11827,3.537234,1.302994,0,1509,1,NaN,NaN
11828,3.513809,1.297104,0,1508,1,NaN,NaN
11829,3.499168,1.288268,0,1507,1,NaN,NaN
11830,3.487455,1.276488,0,1507,1,NaN,NaN
11831,3.47867,1.264707,0,1508,1,NaN,NaN
11832,3.484527,1.270597,0,1508,1,NaN,NaN
11833,3.490384,1.279433,0,1509,1,NaN,NaN
11834,3.493312,1.288268,0,1509,1,NaN,NaN
11835,3.505025,1.282378,0,1510,1,NaN,NaN
11836,3.516738,1.264707,0,1510,1,NaN,NaN
11837,3.525522,1.249981,0,1509,1,NaN,NaN
11838,3.522594,1.2382,0,1509,1,NaN,NaN
11839,3.519666,1.232309,0,1509,1,NaN,NaN
11840,3.52845,1.223473,0,1510,1,NaN,NaN
11841,3.531378,1.214637,0,1509,1,NaN,NaN
11842,3.525522,1.211692,0,1508,1,NaN,NaN
11843,3.516738,1.217583,0,1508,1,NaN,NaN
11844,3.510881,1.223473,0,1509,1,NaN,NaN
11845,3.49624,1.232309,0,1508,1,NaN,NaN
11846,3.481599,1.2382,0,1508,1,NaN,NaN
11847,3.484527,1.241145,0,1507,1,NaN,NaN
11848,3.505025,1.24409,0,1506,1,NaN,NaN
11849,3.531378,1.235254,0,1506,1,NaN,NaN
11850,3.537234,1.223473,0,1506,1,NaN,NaN
11851,3.54309,1.214637,0,1507,1,NaN,NaN
11852,3.540162,1.217583,0,1507,1,NaN,NaN
11853,3.531378,1.217583,0,1507,1,NaN,NaN
11854,3.52845,1.214637,0,1506,1,NaN,NaN
11855,3.534306,1.205801,0,1506,1,NaN,NaN
11856,3.551874,1.196965,0,1506,1,NaN,NaN
11857,3.566513,1.205801,0,1506,1,NaN,NaN
11858,3.575297,1.220528,0,1506,1,NaN,NaN
11859,3.575297,1.223473,0,1506,1,NaN,NaN
11860,3.569441,1.211692,0,1505,1,NaN,NaN
11861,3.55773,1.199911,0,1504,1,NaN,NaN
11862,3.54309,1.196965,0,1504,1,NaN,NaN
11863,3.531378,1.202856,0,1503,1,NaN,NaN
11864,3.531378,1.208747,0,1503,1,NaN,NaN
11865,3.534306,1.214637,0,1502,1,NaN,NaN
11866,3.537234,1.217583,0,1502,1,NaN,NaN
11867,3.534306,1.214637,0,1502,1,NaN,NaN
11868,3.531378,1.211692,0,1502,1,NaN,NaN
11869,3.52845,1.208747,0,1502,1,NaN,NaN
11870,3.534306,1.214637,0,1502,1,NaN,NaN
11871,3.54309,1.220528,0,1502,1,NaN,NaN
11872,3.551874,1.226419,0,1502,1,NaN,NaN
11873,3.560658,1.223473,0,1503,1,NaN,NaN
11874,3.563585,1.220528,0,1503,1,NaN,NaN
11875,3.554802,1.220528,0,1504,1,NaN,NaN
11876,3.540162,1.220528,0,1504,1,NaN,NaN
11877,3.52845,1.223473,0,1504,1,NaN,NaN
11878,3.522594,1.223473,0,1504,1,NaN,NaN
11879,3.513809,1.217583,0,1505,1,NaN,NaN
11880,3.525522,1.205801,0,1504,1,NaN,NaN
11881,3.54309,1.196965,0,1503,1,NaN,NaN
11882,3.55773,1.179293,0,1501,1,NaN,NaN
11883,3.55773,1.164566,0,1500,1,NaN,NaN
11884,3.554802,1.15573,0,1499,1,NaN,NaN
11885,3.554802,1.170457,0,1500,1,NaN,NaN
11886,3.551874,1.182238,0,1501,1,NaN,NaN
11887,3.548946,1.188129,0,1503,1,NaN,NaN
11888,3.534306,1.182238,0,1504,1,NaN,NaN
11889,3.516738,1.179293,0,1503,1,NaN,NaN
11890,3.510881,1.185184,0,1501,1,NaN,NaN
11891,3.522594,1.191075,0,1499,1,NaN,NaN
11892,3.537234,1.199911,0,1499,1,NaN,NaN
11893,3.54309,1.199911,0,1498,1,NaN,NaN
11894,3.546018,1.202856,0,1498,1,NaN,NaN
11895,3.546018,1.202856,0,1499,1,NaN,NaN
11896,3.548946,1.199911,0,1499,1,NaN,NaN
11897,3.548946,1.196965,0,1499,1,NaN,NaN
11898,3.534306,1.196965,0,1499,1,NaN,NaN
11899,3.519666,1.202856,0,1499,1,NaN,NaN
11900,3.516738,1.205801,0,1499,1,NaN,NaN
11901,3.534306,1.211692,0,1499,1,NaN,NaN
11902,3.551874,1.211692,0,1500,1,NaN,NaN
11903,3.560658,1.211692,0,1500,1,NaN,NaN
11904,3.563585,1.211692,0,1500,1,NaN,NaN
11905,3.566513,1.208747,0,1501,1,NaN,NaN
11906,3.566513,1.211692,0,1502,1,NaN,NaN
11907,3.563585,1.214637,0,1502,1,NaN,NaN
11908,3.55773,1.220528,0,1502,1,NaN,NaN
11909,3.554802,1.226419,0,1501,1,NaN,NaN
11910,3.548946,1.223473,0,1502,1,NaN,NaN
11911,3.546018,1.208747,0,1503,1,NaN,NaN
11912,3.531378,1.19402,0,1503,1,NaN,NaN
11913,3.522594,1.185184,0,1502,1,NaN,NaN
11914,3.516738,1.185184,0,1501,1,NaN,NaN
11915,3.493312,1.19402,0,1501,1,NaN,NaN
11916,3.472813,1.202856,0,1501,1,NaN,NaN
11917,3.469885,1.211692,0,1500,1,NaN,NaN
11918,3.487455,1.214637,0,1499,1,NaN,NaN
11919,3.507953,1.214637,0,1499,1,NaN,NaN
11920,3.510881,1.217583,0,1500,1,NaN,NaN
11921,3.513809,1.217583,0,1502,1,NaN,NaN
11922,3.522594,1.220528,0,1503,1,NaN,NaN
11923,3.525522,1.220528,0,1503,1,NaN,NaN
11924,3.522594,1.217583,0,1502,1,NaN,NaN
11925,3.522594,1.217583,0,1501,1,NaN,NaN
11926,3.522594,1.229364,0,1500,1,NaN,NaN
11927,3.52845,1.2382,0,1500,1,NaN,NaN
11928,3.525522,1.24409,0,1500,1,NaN,NaN
11929,3.52845,1.24409,0,1499,1,NaN,NaN
11930,3.531378,1.255871,0,1498,1,NaN,NaN
11931,3.52845,1.264707,0,1499,1,NaN,NaN
11932,3.507953,1.258816,0,1501,1,NaN,NaN
11933,3.490384,1.24409,0,1502,1,NaN,NaN
11934,3.47867,1.223473,0,1501,1,NaN,NaN
11935,3.464028,1.217583,0,1500,1,NaN,NaN
11936,3.446457,1.211692,0,1499,1,NaN,NaN
11937,3.443528,1.220528,0,1498,1,NaN,NaN
11938,3.452314,1.235254,0,1498,1,NaN,NaN
11939,3.4611,1.247035,0,1497,1,NaN,NaN
11940,3.4611,1.249981,0,1499,1,NaN,NaN
11941,3.4611,1.249981,0,1500,1,NaN,NaN
11942,3.47867,1.249981,0,1501,1,NaN,NaN
11943,3.49624,1.235254,0,1500,1,NaN,NaN
11944,3.499168,1.220528,0,1500,1,NaN,NaN
11945,3.481599,1.214637,0,1500,1,NaN,NaN
11946,3.464028,1.220528,0,1500,1,NaN,NaN
11947,3.4611,1.226419,0,1500,1,NaN,NaN
11948,3.4611,1.2382,0,1500,1,NaN,NaN
11949,3.4611,1.249981,0,1500,1,NaN,NaN
11950,3.458171,1.249981,0,1500,1,NaN,NaN
11951,3.458171,1.235254,0,1499,1,NaN,NaN
11952,3.452314,1.220528,0,1498,1,NaN,NaN
11953,3.434743,1.220528,0,1499,1,NaN,NaN
11954,3.420099,1.217583,0,1501,1,NaN,NaN
11955,3.425956,1.211692,0,1502,1,NaN,NaN
11956,3.458171,1.205801,0,1501,1,NaN,NaN
11957,3.490384,1.205801,0,1500,1,NaN,NaN
11958,3.510881,1.211692,0,1499,1,NaN,NaN
11959,3.513809,1.217583,0,1499,1,NaN,NaN
11960,3.516738,1.2382,0,1499,1,NaN,NaN
11961,3.499168,1.255871,0,1499,1,NaN,NaN
11962,3.47867,1.270597,0,1500,1,NaN,NaN
11963,3.449386,1.270597,0,1500,1,NaN,NaN
11964,3.4406,1.255871,0,1500,1,NaN,NaN
11965,3.452314,1.241145,0,1500,1,NaN,NaN
11966,3.469885,1.226419,0,1501,1,NaN,NaN
11967,3.487455,1.2382,0,1503,1,NaN,NaN
11968,3.487455,1.249981,0,1505,1,NaN,NaN
11969,3.484527,1.270597,0,1506,1,NaN,NaN
11970,3.484527,1.276488,0,1505,1,NaN,NaN
11971,3.481599,1.282378,0,1504,1,NaN,NaN
11972,3.475742,1.279433,0,1502,1,NaN,NaN
11973,3.472813,1.279433,0,1500,1,NaN,NaN
11974,3.469885,1.279433,0,1499,1,NaN,NaN
11975,3.469885,1.276488,0,1499,1,NaN,NaN
11976,3.466957,1.255871,0,1499,1,NaN,NaN
11977,3.469885,1.232309,0,1500,1,NaN,NaN
11978,3.472813,1.214637,0,1499,1,NaN,NaN
11979,3.47867,1.214637,0,1497,1,NaN,NaN
11980,3.490384,1.214637,0,1498,1,NaN,NaN
11981,3.502097,1.211692,0,1501,1,NaN,NaN
11982,3.507953,1.208747,0,1505,1,NaN,NaN
11983,3.499168,1.205801,0,1505,1,NaN,NaN
11984,3.490384,1.202856,0,1505,1,NaN,NaN
11985,3.516738,1.199911,0,1505,1,NaN,NaN
11986,3.566513,1.208747,0,1502,2,NaN,NaN
11987,3.64263,1.217583,0,1499,2,NaN,NaN
11988,3.707027,1.232309,0,1498,2,NaN,NaN
11989,3.81531,1.24409,0,1501,2,NaN,NaN
11990,3.914788,1.252926,0,1503,2,NaN,NaN
11991,4.049339,1.255871,0,1503,2,NaN,NaN
11992,4.142914,1.252926,0,1503,2,NaN,NaN
11993,4.294925,1.252926,0,1503,2,NaN,NaN
11994,4.461483,1.261762,0,1503,2,NaN,NaN
11995,4.648405,1.273542,0,1503,2,NaN,NaN
11996,4.794369,1.273542,0,1500,2,NaN,NaN
11997,4.879,1.267652,0,1496,2,NaN,NaN
11998,4.919849,1.249981,0,1494,2,NaN,NaN
11999,4.931519,1.226419,0,1495,2,NaN,NaN
12000,4.931519,1.202856,0,1496,2,NaN,NaN
12001,4.916931,1.191075,0,1496,1,NaN,NaN
12002,4.899425,1.185184,0,1496,1,NaN,NaN
12003,4.887754,1.179293,0,1497,1,NaN,NaN
12004,4.881918,1.176348,0,1499,1,NaN,NaN
